Id,Antal arter,Antal observationer,Centre coordinate X (SWEREF99_TM),Centre coordinate Y (SWEREF99_TM),Centre coordinate X (GoogleMercator),Centre coordinate Y (GoogleMercator),Grid cell width (metres)
SRID3006SIZE10000E765000N6175000,0,0,765000,6175000,2138694.523,7488744.069,10000
SRID3006SIZE10000E765000N6185000,0,0,765000,6185000,2139770.201,7506442.766,10000
SRID3006SIZE10000E765000N6195000,0,0,765000,6195000,2140851.971,7524181.665,10000
SRID3006SIZE10000E765000N6205000,0,0,765000,6205000,2141939.881,7541960.99,10000
SRID3006SIZE10000E765000N6215000,0,0,765000,6215000,2143033.977,7559780.971,10000
SRID3006SIZE10000E765000N6225000,0,0,765000,6225000,2144134.309,7577641.836,10000
SRID3006SIZE10000E765000N6235000,0,0,765000,6235000,2145240.925,7595543.818,10000
SRID3006SIZE10000E765000N6245000,0,0,765000,6245000,2146353.875,7613487.15,10000
SRID3006SIZE10000E765000N6255000,0,0,765000,6255000,2147473.208,7631472.066,10000
SRID3006SIZE10000E765000N6265000,0,0,765000,6265000,2148598.976,7649498.805,10000
SRID3006SIZE10000E765000N6275000,0,0,765000,6275000,2149731.227,7667567.604,10000
SRID3006SIZE10000E765000N6285000,0,0,765000,6285000,2150870.015,7685678.704,10000
SRID3006SIZE10000E765000N6295000,0,0,765000,6295000,2152015.392,7703832.349,10000
SRID3006SIZE10000E765000N6305000,0,0,765000,6305000,2153167.409,7722028.782,10000
SRID3006SIZE10000E765000N6315000,0,0,765000,6315000,2154326.12,7740268.249,10000
SRID3006SIZE10000E765000N6325000,0,0,765000,6325000,2155491.578,7758551,10000
SRID3006SIZE10000E765000N6335000,0,0,765000,6335000,2156663.839,7776877.284,10000
SRID3006SIZE10000E765000N6345000,0,0,765000,6345000,2157842.956,7795247.354,10000
SRID3006SIZE10000E765000N6355000,0,0,765000,6355000,2159028.986,7813661.465,10000
SRID3006SIZE10000E765000N6365000,0,0,765000,6365000,2160221.984,7832119.871,10000
SRID3006SIZE10000E765000N6375000,0,0,765000,6375000,2161422.007,7850622.833,10000
SRID3006SIZE10000E765000N6385000,0,0,765000,6385000,2162629.113,7869170.61,10000
SRID3006SIZE10000E765000N6395000,0,0,765000,6395000,2163843.359,7887763.464,10000
SRID3006SIZE10000E765000N6405000,0,0,765000,6405000,2165064.805,7906401.662,10000
SRID3006SIZE10000E765000N6415000,0,0,765000,6415000,2166293.508,7925085.468,10000
SRID3006SIZE10000E765000N6425000,0,0,765000,6425000,2167529.53,7943815.154,10000
SRID3006SIZE10000E765000N6435000,0,0,765000,6435000,2168772.931,7962590.989,10000
SRID3006SIZE10000E765000N6445000,0,0,765000,6445000,2170023.772,7981413.247,10000
SRID3006SIZE10000E765000N6455000,0,0,765000,6455000,2171282.115,8000282.204,10000
SRID3006SIZE10000E765000N6465000,0,0,765000,6465000,2172548.023,8019198.137,10000
SRID3006SIZE10000E765000N6475000,0,0,765000,6475000,2173821.559,8038161.327,10000
SRID3006SIZE10000E765000N6485000,0,0,765000,6485000,2175102.787,8057172.057,10000
SRID3006SIZE10000E765000N6495000,0,0,765000,6495000,2176391.772,8076230.611,10000
SRID3006SIZE10000E765000N6505000,0,0,765000,6505000,2177688.58,8095337.277,10000
SRID3006SIZE10000E765000N6515000,0,0,765000,6515000,2178993.277,8114492.344,10000
SRID3006SIZE10000E765000N6525000,0,0,765000,6525000,2180305.929,8133696.104,10000
SRID3006SIZE10000E765000N6535000,0,0,765000,6535000,2181626.606,8152948.851,10000
SRID3006SIZE10000E765000N6545000,0,0,765000,6545000,2182955.374,8172250.883,10000
SRID3006SIZE10000E765000N6555000,0,0,765000,6555000,2184292.305,8191602.5,10000
SRID3006SIZE10000E765000N6565000,0,0,765000,6565000,2185637.467,8211004.002,10000
SRID3006SIZE10000E765000N6575000,0,0,765000,6575000,2186990.932,8230455.696,10000
SRID3006SIZE10000E765000N6585000,0,0,765000,6585000,2188352.773,8249957.887,10000
SRID3006SIZE10000E765000N6595000,0,0,765000,6595000,2189723.06,8269510.885,10000
SRID3006SIZE10000E765000N6605000,0,0,765000,6605000,2191101.869,8289115.004,10000
SRID3006SIZE10000E765000N6615000,0,0,765000,6615000,2192489.272,8308770.558,10000
SRID3006SIZE10000E765000N6625000,0,0,765000,6625000,2193885.347,8328477.865,10000
SRID3006SIZE10000E765000N6635000,0,0,765000,6635000,2195290.168,8348237.245,10000
SRID3006SIZE10000E765000N6645000,0,0,765000,6645000,2196703.813,8368049.022,10000
SRID3006SIZE10000E765000N6655000,0,0,765000,6655000,2198126.36,8387913.522,10000
SRID3006SIZE10000E765000N6665000,0,0,765000,6665000,2199557.888,8407831.074,10000
SRID3006SIZE10000E765000N6675000,0,0,765000,6675000,2200998.476,8427802.009,10000
SRID3006SIZE10000E765000N6685000,0,0,765000,6685000,2202448.205,8447826.663,10000
SRID3006SIZE10000E765000N6695000,0,0,765000,6695000,2203907.158,8467905.373,10000
SRID3006SIZE10000E765000N6705000,0,0,765000,6705000,2205375.416,8488038.48,10000
SRID3006SIZE10000E765000N6715000,0,0,765000,6715000,2206853.064,8508226.328,10000
SRID3006SIZE10000E765000N6725000,0,0,765000,6725000,2208340.187,8528469.262,10000
SRID3006SIZE10000E765000N6735000,0,0,765000,6735000,2209836.869,8548767.633,10000
SRID3006SIZE10000E765000N6745000,0,0,765000,6745000,2211343.199,8569121.794,10000
SRID3006SIZE10000E765000N6755000,0,0,765000,6755000,2212859.263,8589532.101,10000
SRID3006SIZE10000E765000N6765000,0,0,765000,6765000,2214385.151,8609998.913,10000
SRID3006SIZE10000E765000N6775000,0,0,765000,6775000,2215920.953,8630522.592,10000
SRID3006SIZE10000E765000N6785000,0,0,765000,6785000,2217466.761,8651103.504,10000
SRID3006SIZE10000E765000N6795000,0,0,765000,6795000,2219022.665,8671742.019,10000
SRID3006SIZE10000E765000N6805000,0,0,765000,6805000,2220588.761,8692438.508,10000
SRID3006SIZE10000E765000N6815000,0,0,765000,6815000,2222165.142,8713193.348,10000
SRID3006SIZE10000E765000N6825000,0,0,765000,6825000,2223751.904,8734006.917,10000
SRID3006SIZE10000E765000N6835000,0,0,765000,6835000,2225349.145,8754879.599,10000
SRID3006SIZE10000E765000N6845000,0,0,765000,6845000,2226956.962,8775811.779,10000
SRID3006SIZE10000E765000N6855000,0,0,765000,6855000,2228575.455,8796803.847,10000
SRID3006SIZE10000E765000N6865000,0,0,765000,6865000,2230204.725,8817856.197,10000
SRID3006SIZE10000E765000N6875000,0,0,765000,6875000,2231844.873,8838969.225,10000
SRID3006SIZE10000E765000N6885000,0,0,765000,6885000,2233496.004,8860143.332,10000
SRID3006SIZE10000E765000N6895000,0,0,765000,6895000,2235158.221,8881378.923,10000
SRID3006SIZE10000E765000N6905000,0,0,765000,6905000,2236831.63,8902676.406,10000
SRID3006SIZE10000E765000N6915000,0,0,765000,6915000,2238516.34,8924036.192,10000
SRID3006SIZE10000E765000N6925000,0,0,765000,6925000,2240212.457,8945458.698,10000
SRID3006SIZE10000E765000N6935000,0,0,765000,6935000,2241920.094,8966944.344,10000
SRID3006SIZE10000E765000N6945000,0,0,765000,6945000,2243639.36,8988493.553,10000
SRID3006SIZE10000E765000N6955000,0,0,765000,6955000,2245370.37,9010106.753,10000
SRID3006SIZE10000E765000N6965000,0,0,765000,6965000,2247113.237,9031784.375,10000
SRID3006SIZE10000E765000N6975000,0,0,765000,6975000,2248868.078,9053526.857,10000
SRID3006SIZE10000E765000N6985000,0,0,765000,6985000,2250635.009,9075334.638,10000
SRID3006SIZE10000E765000N6995000,0,0,765000,6995000,2252414.151,9097208.163,10000
SRID3006SIZE10000E765000N7005000,0,0,765000,7005000,2254205.622,9119147.88,10000
SRID3006SIZE10000E765000N7015000,0,0,765000,7015000,2256009.547,9141154.243,10000
SRID3006SIZE10000E765000N7025000,0,0,765000,7025000,2257826.048,9163227.709,10000
SRID3006SIZE10000E765000N7035000,0,0,765000,7035000,2259655.251,9185368.739,10000
SRID3006SIZE10000E765000N7045000,0,0,765000,7045000,2261497.283,9207577.801,10000
SRID3006SIZE10000E765000N7055000,0,0,765000,7055000,2263352.273,9229855.365,10000
SRID3006SIZE10000E765000N7065000,0,0,765000,7065000,2265220.351,9252201.907,10000
SRID3006SIZE10000E765000N7075000,2,7,765000,7075000,2267101.65,9274617.907,10000
SRID3006SIZE10000E765000N7085000,3,10,765000,7085000,2268996.304,9297103.851,10000
SRID3006SIZE10000E765000N7095000,1,1,765000,7095000,2270904.449,9319660.228,10000
SRID3006SIZE10000E765000N7105000,0,0,765000,7105000,2272826.223,9342287.533,10000
SRID3006SIZE10000E765000N7115000,0,0,765000,7115000,2274761.765,9364986.266,10000
SRID3006SIZE10000E765000N7125000,0,0,765000,7125000,2276711.217,9387756.931,10000
SRID3006SIZE10000E765000N7135000,0,0,765000,7135000,2278674.723,9410600.039,10000
SRID3006SIZE10000E765000N7145000,0,0,765000,7145000,2280652.428,9433516.105,10000
SRID3006SIZE10000E765000N7155000,0,0,765000,7155000,2282644.48,9456505.648,10000
SRID3006SIZE10000E765000N7165000,0,0,765000,7165000,2284651.028,9479569.195,10000
SRID3006SIZE10000E765000N7175000,0,0,765000,7175000,2286672.224,9502707.275,10000
SRID3006SIZE10000E765000N7185000,0,0,765000,7185000,2288708.222,9525920.426,10000
SRID3006SIZE10000E765000N7195000,0,0,765000,7195000,2290759.178,9549209.189,10000
SRID3006SIZE10000E765000N7205000,1,12,765000,7205000,2292825.251,9572574.111,10000
SRID3006SIZE10000E765000N7215000,0,0,765000,7215000,2294906.6,9596015.746,10000
SRID3006SIZE10000E765000N7225000,0,0,765000,7225000,2297003.389,9619534.652,10000
SRID3006SIZE10000E765000N7235000,0,0,765000,7235000,2299115.782,9643131.394,10000
SRID3006SIZE10000E765000N7245000,0,0,765000,7245000,2301243.948,9666806.543,10000
SRID3006SIZE10000E765000N7255000,0,0,765000,7255000,2303388.055,9690560.674,10000
SRID3006SIZE10000E765000N7265000,0,0,765000,7265000,2305548.276,9714394.37,10000
SRID3006SIZE10000E765000N7275000,0,0,765000,7275000,2307724.786,9738308.22,10000
SRID3006SIZE10000E765000N7285000,1,1,765000,7285000,2309917.763,9762302.82,10000
SRID3006SIZE10000E765000N7295000,0,0,765000,7295000,2312127.386,9786378.769,10000
SRID3006SIZE10000E765000N7305000,1,1,765000,7305000,2314353.837,9810536.676,10000
SRID3006SIZE10000E765000N7315000,0,0,765000,7315000,2316597.303,9834777.154,10000
SRID3006SIZE10000E765000N7325000,0,0,765000,7325000,2318857.97,9859100.825,10000
SRID3006SIZE10000E765000N7335000,0,0,765000,7335000,2321136.031,9883508.316,10000
SRID3006SIZE10000E765000N7345000,0,0,765000,7345000,2323431.677,9908000.261,10000
SRID3006SIZE10000E765000N7355000,0,0,765000,7355000,2325745.106,9932577.301,10000
SRID3006SIZE10000E765000N7365000,0,0,765000,7365000,2328076.517,9957240.083,10000
SRID3006SIZE10000E765000N7375000,0,0,765000,7375000,2330426.113,9981989.264,10000
SRID3006SIZE10000E765000N7385000,0,0,765000,7385000,2332794.099,10006825.51,10000
SRID3006SIZE10000E765000N7395000,0,0,765000,7395000,2335180.683,10031749.48,10000
SRID3006SIZE10000E765000N7405000,0,0,765000,7405000,2337586.077,10056761.86,10000
SRID3006SIZE10000E765000N7415000,0,0,765000,7415000,2340010.497,10081863.33,10000
SRID3006SIZE10000E765000N7425000,0,0,765000,7425000,2342454.159,10107054.58,10000
SRID3006SIZE10000E765000N7435000,0,0,765000,7435000,2344917.287,10132336.31,10000
SRID3006SIZE10000E765000N7445000,0,0,765000,7445000,2347400.105,10157709.24,10000
SRID3006SIZE10000E765000N7455000,0,0,765000,7455000,2349902.84,10183174.07,10000
SRID3006SIZE10000E765000N7465000,0,0,765000,7465000,2352425.726,10208731.54,10000
SRID3006SIZE10000E765000N7475000,0,0,765000,7475000,2354968.998,10234382.36,10000
SRID3006SIZE10000E765000N7485000,0,0,765000,7485000,2357532.896,10260127.29,10000
SRID3006SIZE10000E765000N7495000,0,0,765000,7495000,2360117.661,10285967.07,10000
SRID3006SIZE10000E765000N7505000,0,0,765000,7505000,2362723.542,10311902.45,10000
SRID3006SIZE10000E765000N7515000,0,0,765000,7515000,2365350.788,10337934.21,10000
SRID3006SIZE10000E765000N7525000,0,0,765000,7525000,2367999.656,10364063.12,10000
SRID3006SIZE10000E765000N7535000,0,0,765000,7535000,2370670.403,10390289.96,10000
SRID3006SIZE10000E765000N7545000,0,0,765000,7545000,2373363.292,10416615.52,10000
SRID3006SIZE10000E765000N7555000,0,0,765000,7555000,2376078.591,10443040.61,10000
SRID3006SIZE10000E765000N7565000,0,0,765000,7565000,2378816.572,10469566.03,10000
SRID3006SIZE10000E765000N7575000,0,0,765000,7575000,2381577.509,10496192.62,10000
SRID3006SIZE10000E765000N7585000,0,0,765000,7585000,2384361.684,10522921.19,10000
SRID3006SIZE10000E765000N7595000,0,0,765000,7595000,2387169.382,10549752.6,10000
SRID3006SIZE10000E765000N7605000,0,0,765000,7605000,2390000.892,10576687.68,10000
SRID3006SIZE10000E765000N7615000,0,0,765000,7615000,2392856.508,10603727.3,10000
SRID3006SIZE10000E765000N7625000,0,0,765000,7625000,2395736.53,10630872.34,10000
SRID3006SIZE10000E765000N7635000,0,0,765000,7635000,2398641.262,10658123.66,10000
SRID3006SIZE10000E765000N7645000,0,0,765000,7645000,2401571.014,10685482.17,10000
SRID3006SIZE10000E765000N7655000,0,0,765000,7655000,2404526.1,10712948.77,10000
SRID3006SIZE10000E765000N7665000,0,0,765000,7665000,2407506.839,10740524.37,10000
SRID3006SIZE10000E765000N7675000,0,0,765000,7675000,2410513.557,10768209.89,10000
SRID3006SIZE10000E765000N7685000,0,0,765000,7685000,2413546.584,10796006.27,10000
SRID3006SIZE10000E765000N7695000,0,0,765000,7695000,2416606.258,10823914.47,10000
SRID3006SIZE10000E765000N7705000,0,0,765000,7705000,2419692.919,10851935.43,10000
SRID3006SIZE10000E765000N7715000,0,0,765000,7715000,2422806.915,10880070.13,10000
SRID3006SIZE10000E765000N7725000,0,0,765000,7725000,2425948.601,10908319.55,10000
SRID3006SIZE10000E765000N7735000,0,0,765000,7735000,2429118.337,10936684.69,10000
SRID3006SIZE10000E775000N6025000,0,0,775000,6025000,2140321.098,7226931.257,10000
SRID3006SIZE10000E775000N6035000,0,0,775000,6035000,2141347.717,7244047.447,10000
SRID3006SIZE10000E775000N6045000,0,0,775000,6045000,2142379.976,7261200.598,10000
SRID3006SIZE10000E775000N6055000,0,0,775000,6055000,2143417.917,7278390.914,10000
SRID3006SIZE10000E775000N6065000,0,0,775000,6065000,2144461.582,7295618.597,10000
SRID3006SIZE10000E775000N6075000,0,0,775000,6075000,2145511.015,7312883.853,10000
SRID3006SIZE10000E775000N6085000,0,0,775000,6085000,2146566.257,7330186.887,10000
SRID3006SIZE10000E775000N6095000,0,0,775000,6095000,2147627.354,7347527.908,10000
SRID3006SIZE10000E775000N6105000,0,0,775000,6105000,2148694.35,7364907.125,10000
SRID3006SIZE10000E775000N6115000,0,0,775000,6115000,2149767.288,7382324.749,10000
SRID3006SIZE10000E775000N6125000,0,0,775000,6125000,2150846.215,7399780.992,10000
SRID3006SIZE10000E775000N6135000,0,0,775000,6135000,2151931.175,7417276.069,10000
SRID3006SIZE10000E775000N6145000,0,0,775000,6145000,2153022.216,7434810.195,10000
SRID3006SIZE10000E775000N6155000,0,0,775000,6155000,2154119.382,7452383.588,10000
SRID3006SIZE10000E775000N6165000,0,0,775000,6165000,2155222.722,7469996.467,10000
SRID3006SIZE10000E775000N6175000,0,0,775000,6175000,2156332.283,7487649.052,10000
SRID3006SIZE10000E775000N6185000,0,0,775000,6185000,2157448.113,7505341.567,10000
SRID3006SIZE10000E775000N6195000,0,0,775000,6195000,2158570.26,7523074.234,10000
SRID3006SIZE10000E775000N6205000,0,0,775000,6205000,2159698.774,7540847.28,10000
SRID3006SIZE10000E775000N6215000,0,0,775000,6215000,2160833.703,7558660.932,10000
SRID3006SIZE10000E775000N6225000,0,0,775000,6225000,2161975.098,7576515.419,10000
SRID3006SIZE10000E775000N6235000,0,0,775000,6235000,2163123.01,7594410.973,10000
SRID3006SIZE10000E775000N6245000,0,0,775000,6245000,2164277.49,7612347.826,10000
SRID3006SIZE10000E775000N6255000,0,0,775000,6255000,2165438.589,7630326.214,10000
SRID3006SIZE10000E775000N6265000,0,0,775000,6265000,2166606.359,7648346.371,10000
SRID3006SIZE10000E775000N6275000,0,0,775000,6275000,2167780.854,7666408.537,10000
SRID3006SIZE10000E775000N6285000,0,0,775000,6285000,2168962.126,7684512.952,10000
SRID3006SIZE10000E775000N6295000,0,0,775000,6295000,2170150.23,7702659.857,10000
SRID3006SIZE10000E775000N6305000,0,0,775000,6305000,2171345.22,7720849.497,10000
SRID3006SIZE10000E775000N6315000,0,0,775000,6315000,2172547.151,7739082.118,10000
SRID3006SIZE10000E775000N6325000,0,0,775000,6325000,2173756.078,7757357.966,10000
SRID3006SIZE10000E775000N6335000,0,0,775000,6335000,2174972.059,7775677.293,10000
SRID3006SIZE10000E775000N6345000,0,0,775000,6345000,2176195.15,7794040.349,10000
SRID3006SIZE10000E775000N6355000,0,0,775000,6355000,2177425.408,7812447.388,10000
SRID3006SIZE10000E775000N6365000,0,0,775000,6365000,2178662.892,7830898.667,10000
SRID3006SIZE10000E775000N6375000,0,0,775000,6375000,2179907.66,7849394.442,10000
SRID3006SIZE10000E775000N6385000,0,0,775000,6385000,2181159.772,7867934.974,10000
SRID3006SIZE10000E775000N6395000,0,0,775000,6395000,2182419.287,7886520.524,10000
SRID3006SIZE10000E775000N6405000,0,0,775000,6405000,2183686.268,7905151.357,10000
SRID3006SIZE10000E775000N6415000,0,0,775000,6415000,2184960.774,7923827.739,10000
SRID3006SIZE10000E775000N6425000,0,0,775000,6425000,2186242.869,7942549.938,10000
SRID3006SIZE10000E775000N6435000,0,0,775000,6435000,2187532.614,7961318.225,10000
SRID3006SIZE10000E775000N6445000,0,0,775000,6445000,2188830.074,7980132.872,10000
SRID3006SIZE10000E775000N6455000,0,0,775000,6455000,2190135.312,7998994.154,10000
SRID3006SIZE10000E775000N6465000,0,0,775000,6465000,2191448.394,8017902.349,10000
SRID3006SIZE10000E775000N6475000,0,0,775000,6475000,2192769.386,8036857.736,10000
SRID3006SIZE10000E775000N6485000,0,0,775000,6485000,2194098.353,8055860.596,10000
SRID3006SIZE10000E775000N6495000,0,0,775000,6495000,2195435.362,8074911.215,10000
SRID3006SIZE10000E775000N6505000,0,0,775000,6505000,2196780.483,8094009.878,10000
SRID3006SIZE10000E775000N6515000,0,0,775000,6515000,2198133.782,8113156.874,10000
SRID3006SIZE10000E775000N6525000,0,0,775000,6525000,2199495.331,8132352.495,10000
SRID3006SIZE10000E775000N6535000,0,0,775000,6535000,2200865.199,8151597.034,10000
SRID3006SIZE10000E775000N6545000,0,0,775000,6545000,2202243.457,8170890.787,10000
SRID3006SIZE10000E775000N6555000,0,0,775000,6555000,2203630.177,8190234.054,10000
SRID3006SIZE10000E775000N6565000,0,0,775000,6565000,2205025.432,8209627.135,10000
SRID3006SIZE10000E775000N6575000,0,0,775000,6575000,2206429.296,8229070.333,10000
SRID3006SIZE10000E775000N6585000,0,0,775000,6585000,2207841.842,8248563.957,10000
SRID3006SIZE10000E775000N6595000,0,0,775000,6595000,2209263.147,8268108.313,10000
SRID3006SIZE10000E775000N6605000,0,0,775000,6605000,2210693.286,8287703.714,10000
SRID3006SIZE10000E775000N6615000,0,0,775000,6615000,2212132.336,8307350.474,10000
SRID3006SIZE10000E775000N6625000,0,0,775000,6625000,2213580.376,8327048.91,10000
SRID3006SIZE10000E775000N6635000,0,0,775000,6635000,2215037.484,8346799.341,10000
SRID3006SIZE10000E775000N6645000,0,0,775000,6645000,2216503.741,8366602.09,10000
SRID3006SIZE10000E775000N6655000,0,0,775000,6655000,2217979.226,8386457.483,10000
SRID3006SIZE10000E775000N6665000,0,0,775000,6665000,2219464.022,8406365.846,10000
SRID3006SIZE10000E775000N6675000,0,0,775000,6675000,2220958.212,8426327.511,10000
SRID3006SIZE10000E775000N6685000,0,0,775000,6685000,2222461.878,8446342.812,10000
SRID3006SIZE10000E775000N6695000,0,0,775000,6695000,2223975.107,8466412.086,10000
SRID3006SIZE10000E775000N6705000,0,0,775000,6705000,2225497.983,8486535.671,10000
SRID3006SIZE10000E775000N6715000,0,0,775000,6715000,2227030.593,8506713.911,10000
SRID3006SIZE10000E775000N6725000,0,0,775000,6725000,2228573.025,8526947.152,10000
SRID3006SIZE10000E775000N6735000,0,0,775000,6735000,2230125.369,8547235.741,10000
SRID3006SIZE10000E775000N6745000,0,0,775000,6745000,2231687.713,8567580.031,10000
SRID3006SIZE10000E775000N6755000,0,0,775000,6755000,2233260.15,8587980.377,10000
SRID3006SIZE10000E775000N6765000,0,0,775000,6765000,2234842.77,8608437.137,10000
SRID3006SIZE10000E775000N6775000,0,0,775000,6775000,2236435.669,8628950.672,10000
SRID3006SIZE10000E775000N6785000,0,0,775000,6785000,2238038.939,8649521.347,10000
SRID3006SIZE10000E775000N6795000,0,0,775000,6795000,2239652.677,8670149.53,10000
SRID3006SIZE10000E775000N6805000,0,0,775000,6805000,2241276.979,8690835.591,10000
SRID3006SIZE10000E775000N6815000,0,0,775000,6815000,2242911.944,8711579.906,10000
SRID3006SIZE10000E775000N6825000,0,0,775000,6825000,2244557.67,8732382.853,10000
SRID3006SIZE10000E775000N6835000,0,0,775000,6835000,2246214.259,8753244.812,10000
SRID3006SIZE10000E775000N6845000,0,0,775000,6845000,2247881.811,8774166.169,10000
SRID3006SIZE10000E775000N6855000,0,0,775000,6855000,2249560.431,8795147.313,10000
SRID3006SIZE10000E775000N6865000,0,0,775000,6865000,2251250.221,8816188.634,10000
SRID3006SIZE10000E775000N6875000,0,0,775000,6875000,2252951.289,8837290.53,10000
SRID3006SIZE10000E775000N6885000,0,0,775000,6885000,2254663.741,8858453.4,10000
SRID3006SIZE10000E775000N6895000,0,0,775000,6895000,2256387.684,8879677.645,10000
SRID3006SIZE10000E775000N6905000,0,0,775000,6905000,2258123.23,8900963.674,10000
SRID3006SIZE10000E775000N6915000,0,0,775000,6915000,2259870.489,8922311.897,10000
SRID3006SIZE10000E775000N6925000,0,0,775000,6925000,2261629.574,8943722.728,10000
SRID3006SIZE10000E775000N6935000,0,0,775000,6935000,2263400.598,8965196.585,10000
SRID3006SIZE10000E775000N6945000,0,0,775000,6945000,2265183.678,8986733.892,10000
SRID3006SIZE10000E775000N6955000,0,0,775000,6955000,2266978.93,9008335.074,10000
SRID3006SIZE10000E775000N6965000,0,0,775000,6965000,2268786.473,9030000.562,10000
SRID3006SIZE10000E775000N6975000,0,0,775000,6975000,2270606.426,9051730.79,10000
SRID3006SIZE10000E775000N6985000,0,0,775000,6985000,2272438.912,9073526.197,10000
SRID3006SIZE10000E775000N6995000,0,0,775000,6995000,2274284.054,9095387.226,10000
SRID3006SIZE10000E775000N7005000,0,0,775000,7005000,2276141.977,9117314.324,10000
SRID3006SIZE10000E775000N7015000,0,0,775000,7015000,2278012.806,9139307.941,10000
SRID3006SIZE10000E775000N7025000,0,0,775000,7025000,2279896.671,9161368.535,10000
SRID3006SIZE10000E775000N7035000,0,0,775000,7035000,2281793.702,9183496.566,10000
SRID3006SIZE10000E775000N7045000,0,0,775000,7045000,2283704.029,9205692.497,10000
SRID3006SIZE10000E775000N7055000,0,0,775000,7055000,2285627.787,9227956.799,10000
SRID3006SIZE10000E775000N7065000,0,0,775000,7065000,2287565.111,9250289.944,10000
SRID3006SIZE10000E775000N7075000,0,0,775000,7075000,2289516.137,9272692.413,10000
SRID3006SIZE10000E775000N7085000,1,2,775000,7085000,2291481.005,9295164.687,10000
SRID3006SIZE10000E775000N7095000,2,11,775000,7095000,2293459.855,9317707.256,10000
SRID3006SIZE10000E775000N7105000,0,0,775000,7105000,2295452.83,9340320.611,10000
SRID3006SIZE10000E775000N7115000,0,0,775000,7115000,2297460.075,9363005.251,10000
SRID3006SIZE10000E775000N7125000,0,0,775000,7125000,2299481.736,9385761.679,10000
SRID3006SIZE10000E775000N7135000,0,0,775000,7135000,2301517.963,9408590.402,10000
SRID3006SIZE10000E775000N7145000,1,1,775000,7145000,2303568.905,9431491.933,10000
SRID3006SIZE10000E775000N7155000,0,0,775000,7155000,2305634.716,9454466.791,10000
SRID3006SIZE10000E775000N7165000,0,0,775000,7165000,2307715.551,9477515.499,10000
SRID3006SIZE10000E775000N7175000,1,1,775000,7175000,2309811.566,9500638.585,10000
SRID3006SIZE10000E775000N7185000,0,0,775000,7185000,2311922.922,9523836.583,10000
SRID3006SIZE10000E775000N7195000,1,4,775000,7195000,2314049.778,9547110.034,10000
SRID3006SIZE10000E775000N7205000,0,0,775000,7205000,2316192.301,9570459.483,10000
SRID3006SIZE10000E775000N7215000,0,0,775000,7215000,2318350.654,9593885.479,10000
SRID3006SIZE10000E775000N7225000,0,0,775000,7225000,2320525.008,9617388.58,10000
SRID3006SIZE10000E775000N7235000,0,0,775000,7235000,2322715.533,9640969.347,10000
SRID3006SIZE10000E775000N7245000,0,0,775000,7245000,2324922.402,9664628.349,10000
SRID3006SIZE10000E775000N7255000,0,0,775000,7255000,2327145.792,9688366.16,10000
SRID3006SIZE10000E775000N7265000,0,0,775000,7265000,2329385.879,9712183.359,10000
SRID3006SIZE10000E775000N7275000,0,0,775000,7275000,2331642.847,9736080.534,10000
SRID3006SIZE10000E775000N7285000,0,0,775000,7285000,2333916.877,9760058.275,10000
SRID3006SIZE10000E775000N7295000,0,0,775000,7295000,2336208.157,9784117.182,10000
SRID3006SIZE10000E775000N7305000,0,0,775000,7305000,2338516.875,9808257.86,10000
SRID3006SIZE10000E775000N7315000,0,0,775000,7315000,2340843.223,9832480.919,10000
SRID3006SIZE10000E775000N7325000,0,0,775000,7325000,2343187.396,9856786.978,10000
SRID3006SIZE10000E775000N7335000,0,0,775000,7335000,2345549.591,9881176.662,10000
SRID3006SIZE10000E775000N7345000,0,0,775000,7345000,2347930.009,9905650.601,10000
SRID3006SIZE10000E775000N7355000,0,0,775000,7355000,2350328.852,9930209.433,10000
SRID3006SIZE10000E775000N7365000,0,0,775000,7365000,2352746.327,9954853.805,10000
SRID3006SIZE10000E775000N7375000,0,0,775000,7375000,2355182.644,9979584.366,10000
SRID3006SIZE10000E775000N7385000,0,0,775000,7385000,2357638.016,10004401.78,10000
SRID3006SIZE10000E775000N7395000,0,0,775000,7395000,2360112.658,10029306.71,10000
SRID3006SIZE10000E775000N7405000,0,0,775000,7405000,2362606.789,10054299.82,10000
SRID3006SIZE10000E775000N7415000,0,0,775000,7415000,2365120.631,10079381.81,10000
SRID3006SIZE10000E775000N7425000,0,0,775000,7425000,2367654.412,10104553.36,10000
SRID3006SIZE10000E775000N7435000,0,0,775000,7435000,2370208.359,10129815.17,10000
SRID3006SIZE10000E775000N7445000,0,0,775000,7445000,2372782.706,10155167.93,10000
SRID3006SIZE10000E775000N7455000,0,0,775000,7455000,2375377.689,10180612.37,10000
SRID3006SIZE10000E775000N7465000,0,0,775000,7465000,2377993.549,10206149.2,10000
SRID3006SIZE10000E775000N7475000,0,0,775000,7475000,2380630.528,10231779.15,10000
SRID3006SIZE10000E775000N7485000,0,0,775000,7485000,2383288.876,10257502.95,10000
SRID3006SIZE10000E775000N7495000,0,0,775000,7495000,2385968.842,10283321.36,10000
SRID3006SIZE10000E775000N7505000,0,0,775000,7505000,2388670.684,10309235.12,10000
SRID3006SIZE10000E775000N7515000,0,0,775000,7515000,2391394.659,10335245,10000
SRID3006SIZE10000E775000N7525000,0,0,775000,7525000,2394141.033,10361351.76,10000
